id,ps,dprime_h,dprime_s,n_signal,n_noise,mean_H|S,mean_H|N,mean_S|S,mean_S|N,sd_H|S,sd_H|N,sd_S|S,sd_S|N,abs_err_H|S,abs_err_H|N,abs_err_S|S,abs_err_S|N
88,0.2,1.9,2.5,24,96,0.9499999999999998,-0.9499999999999998,1.2499999999999998,-1.2500000000000002,0.8263323373892731,1.0945204234903791,1.151728678210925,0.9282075305747431,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16
89,0.2,2.1,0.5,24,96,1.05,-1.05,0.24999999999999997,-0.25,0.8928096854885847,0.9970060065455665,1.1628267781282007,0.9967183315431563,0.0,0.0,2.7755575615628914e-17,0.0
90,0.2,2.1,0.7,24,96,1.05,-1.05,0.3499999999999999,-0.35000000000000003,0.8276161489353638,1.049917177304751,0.9994083981362589,1.0733764519548574,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17
91,0.2,2.1,0.9,24,96,1.05,-1.05,0.44999999999999996,-0.45,1.0077802182357942,1.068312195368383,1.2376231769600765,1.0635893582073894,0.0,0.0,5.551115123125783e-17,0.0
92,0.2,2.1,1.1,24,96,1.0500000000000003,-1.0499999999999998,0.5500000000000002,-0.5499999999999999,1.0350437344955825,0.961909780132988,0.9589918223519218,1.0155319685174293,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16
93,0.2,2.1,1.3,24,96,1.05,-1.05,0.65,-0.6500000000000002,0.8525382518753756,0.9524219259895081,1.0143402560066275,1.1005801627313576,0.0,0.0,0.0,2.220446049250313e-16
94,0.2,2.1,1.5,24,96,1.0500000000000003,-1.05,0.75,-0.75,1.1143100487823916,0.9558943187996978,0.8589680381480772,0.912665648933945,2.220446049250313e-16,0.0,0.0,0.0
95,0.2,2.1,1.7,24,96,1.05,-1.05,0.85,-0.8500000000000002,0.8025449677866242,0.9697467443981992,0.8459736293967085,1.0281627475221737,0.0,0.0,0.0,2.220446049250313e-16
96,0.2,2.1,1.9,24,96,1.05,-1.05,0.9500000000000001,-0.9500000000000001,0.8006217685270559,1.0061472860549254,0.9110181703052981,1.014412075555984,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
97,0.2,2.1,2.1,24,96,1.05,-1.05,1.05,-1.05,0.9569575268326901,0.967224722272342,1.0212902272340512,1.0319713470815717,0.0,0.0,0.0,0.0
